"Ticker";"Sector";"Sector_ETF";"Price";"ATR_pct";"Long_Score";"Long_Signal";"Long_Entry";"Long_Stop";"Long_Target";"Short_Score";"Short_Signal";"Short_Entry";"Short_Stop";"Short_Target";"BOT_Score";"BOT_Setup";"BOT_Breakout";"BOT_Squeeze";"BOT_VolDec";"BOT_VolSurge";"BOT_Flags";"ADX10";"RSI14";"RSI_slope";"MA50_dist";"OBV_rising";"UpDn_ratio";"RS_vs_ETF";"Macro_Note";"Sector_Long_Gate";"Sector_Short_Gate";"Best_Signal";"Trend_Passes";"Pullback";"RS_3m";"Trend_Reason";"NextEarnings";"EarningsInDays";"IV15";"IV30";"IV90";"IV180";"RV30";"IVP";"IVR";"IVP_2y";"RVP";"VRP";"Optionality";"TermStr";"Vol_Date";"Composite";"Gate_Tech";"Gate_Opt";"All_Gates";"Rank"
"SCCO";"Basic Materials";"XLB";190,76;4,45;7;"WATCH";191,14;185,83;204,41;3;"SKIP";190,38;189,59;192,35;7;5;2;0,631;0,876;0,68;"S:5/6 BK:2/4 | S1:+ S2:- S3:+ S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:+ BK4:-";18,7;55,9;-6,2;1,6;TRUE;1,28;13,7;"";TRUE;FALSE;"SKIP";FALSE;"none";-1,35;"fails: RS<=bench, no pullback";"20260423";2;NA;54,3;NA;55,5;59,9;78,1;NA;NA;84,5;-9,75;"PARTIAL";"Contango";"20260420 19:16";7;TRUE;TRUE;TRUE;""
"APD";"Basic Materials";"XLB";296,15;2,19;5;"WATCH";296,74;283,18;330,65;4;"SKIP";295,56;288,9;312,2;4;3;1;0,739;0,855;0,76;"S:3/6 BK:1/4 | S1:+ S2:+ S3:- S4:- S5:- S6:+ | BK1:- BK2:- BK3:+ BK4:-";14,4;57,7;-8;3,5;FALSE;0,95;-5,8;"";TRUE;FALSE;"SKIP";TRUE;"at SMA20";10,11;"all criteria met";"20260430";9;NA;31,6;NA;27,7;27;89,4;NA;NA;74,6;15,43;"FAIL";"Backwardation";"20260421 08:44";6;TRUE;FALSE;FALSE;""
"DIS";"Communications";"XLC";106,3;1,98;9;"WATCH";106,51;100,63;121,23;3;"SKIP";106,09;102,66;114,66;7;4;3;0,992;0,823;0,73;"S:4/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";34,4;69;12,2;4,6;TRUE;4,81;1;"";TRUE;FALSE;"SKIP";FALSE;"none";-8,26;"fails: stage2, RS<=bench, no pullback";"20260506";15;NA;35,7;NA;29,1;23,3;85,3;NA;NA;50,6;42,76;"FAIL";"Backwardation";"20260420 22:51";9;TRUE;FALSE;FALSE;""
"GOOG";"Communications";"XLC";335,4;2,29;9;"WATCH";336,07;304,08;416,05;3;"SKIP";334,73;310,22;396;6;3;3;1;0,952;0,67;"S:3/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:-";37,4;68,5;4,3;9,2;TRUE;3,05;6,4;"";TRUE;FALSE;"SKIP";FALSE;"none";-0,49;"fails: RS<=bench, no pullback";"20260429";8;NA;35,3;NA;32,7;28,5;68,3;NA;NA;33,1;21,28;"FAIL";"Backwardation";"20260420 23:00";9;TRUE;FALSE;FALSE;""
"T";"Communications";"XLC";26,18;2,53;3;"SKIP";26,23;27,56;22,92;9;"SKIP";26,13;28,11;21,16;1;1;0;1;0,915;0,81;"S:1/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";35,5;38,5;11,1;-5,9;FALSE;0,43;-13,3;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;"20260422";1;NA;29;NA;26,7;24,2;93;NA;NA;47,2;18,03;"FAIL";"Backwardation";"20260324 08:21";9;FALSE;FALSE;FALSE;""
"TMUS";"Communications";"XLC";198,36;2,56;3;"SKIP";198,76;207,1;177,9;9;"SKIP";197,96;211,28;164,66;1;1;0;0,773;0,906;0,84;"S:1/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";31,3;43,5;14,5;-5,2;FALSE;0,87;-10,7;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;"20260428";7;NA;35,2;NA;30,7;26,5;92,2;NA;NA;66,5;28,31;"FAIL";"Backwardation";"20260420 19:17";9;FALSE;FALSE;FALSE;""
"TSLA";"Consumer cyclical";"XLY";392,5;4,06;9;"WATCH";393,29;386,34;410,66;4;"SKIP";391,71;394,14;385,65;5;2;3;0,867;1,096;0,93;"S:2/6 BK:3/4 | S1:+ S2:- S3:- S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:-";27,8;56,4;17,1;0,6;TRUE;1,53;-4,6;"";TRUE;FALSE;"SKIP";FALSE;"none";-10,98;"fails: stage2, RS<=bench, no pullback";"20260422";1;NA;43,8;NA;NA;35,7;13,9;NA;NA;2,8;20,42;"FAIL";"NO DATA";"20260324 08:23";9;TRUE;FALSE;FALSE;""
"DG";"Consumer cyclical";"XLY";126,46;3,33;7;"WATCH";126,71;134,14;108,15;5;"WATCH";126,21;136,85;99,6;5;2;3;0,289;1,015;0,72;"S:2/6 BK:3/4 | S1:- S2:- S3:- S4:+ S5:+ S6:- | BK1:+ BK2:+ BK3:+ BK4:-";31;51,2;11,5;-6,7;TRUE;1,6;-9,7;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-18,35;"fails: stage2, RS<=bench";NA;NA;NA;23,5;NA;23,7;32,4;76,7;NA;NA;90,2;-32,29;"PASS";"Contango";"20260420 22:50";7;TRUE;TRUE;TRUE;""
"HD";"Consumer cyclical";"XLY";350,99;2,58;7;"WATCH";351,69;349,36;357,51;5;"WATCH";350,29;356,42;334,95;5;2;3;0,464;0,978;0,83;"S:2/6 BK:3/4 | S1:- S2:- S3:- S4:+ S5:+ S6:- | BK1:+ BK2:+ BK3:+ BK4:-";24,9;58;6,4;-0,5;TRUE;1,59;-1,8;"";TRUE;FALSE;"SKIP";FALSE;"none";-11,03;"fails: stage2, RS<=bench, no pullback";"20260519";28;NA;29,7;NA;28,3;32,4;89,5;NA;NA;88,8;-8,68;"PARTIAL";"Backwardation";"20260420 23:03";7;TRUE;TRUE;TRUE;""
"BN";"Consumer non cyclical";"XLP";46,66;2,73;10;"SKIP";46,75;42,45;57,51;2;"SKIP";46,57;43,31;54,71;8;5;3;0,96;0,948;0,8;"S:5/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";37,9;71,2;7,5;8,8;TRUE;4,85;20,6;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;NA;NA;23,7;NA;21,8;21,2;83,9;NA;NA;56,6;11,07;"FAIL";"Backwardation";"20260420 22:37";10;FALSE;FALSE;FALSE;""
"OR";"Consumer non cyclical";"XLP";42,74;4,16;10;"SKIP";42,83;40,48;48,69;2;"SKIP";42,65;41,3;46,04;8;5;3;0,675;0,892;0,64;"S:5/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";21,6;64,2;13,1;4,5;TRUE;4,81;28,7;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;NA;NA;30,6;NA;26;30;94,6;NA;NA;79,9;2,14;"FAIL";"Backwardation";"20260420 23:29";10;FALSE;FALSE;FALSE;""
"TGT";"Consumer non cyclical";"XLP";130,18;2,59;10;"SKIP";130,44;116,98;164,08;2;"SKIP";129,92;119,35;156,35;8;5;3;0,9;0,821;1,19;"S:5/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";22,8;68,5;20;10,2;TRUE;2,56;13,6;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260520";29;NA;40,3;NA;34,9;27,1;65,5;NA;NA;23,8;39,71;"FAIL";"Backwardation";"20260421 08:39";10;FALSE;FALSE;FALSE;""
"CA.PA";"Consumer non cyclical";"XLP";16,8;1,87;9;"SKIP";16,83;15,52;20,13;3;"SKIP";16,77;15,83;19,11;8;5;3;1;0,945;0,67;"S:5/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";26,2;67,7;0,7;7,2;TRUE;2,26;8,5;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;FALSE;FALSE;FALSE;""
"GIS";"Consumer non cyclical";"XLP";35,28;2,58;3;"SKIP";35,35;40,33;22,9;9;"SKIP";35,21;41,14;20,37;1;1;0;0,325;0,989;0,8;"S:1/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-";53,9;33;10,3;-13,4;FALSE;0,64;-6;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;FALSE;FALSE;FALSE;""
"IBB";"Consumer non cyclical";"XLP";175,76;1,93;9;"SKIP";176,11;168,74;194,53;2;"SKIP";175,41;172,15;183,55;8;5;3;0,95;0,887;0,81;"S:5/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";15,9;59,7;3;3,1;TRUE;1,71;7,4;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;NA;NA;20,8;NA;22,9;22,7;24,9;NA;NA;76,1;-8,93;"PASS";"Contango";"20260420 23:04";9;FALSE;TRUE;FALSE;""
"KO";"Consumer non cyclical";"XLP";75,48;1,66;4;"SKIP";75,63;76,71;72,95;9;"SKIP";75,33;78,25;68,01;3;3;0;0,532;0,835;0,72;"S:3/6 BK:0/4 | S1:- S2:- S3:- S4:+ S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";21,7;44,6;-3,8;-2,6;TRUE;0,48;-0,4;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260428";7;NA;20,5;NA;19,8;17,5;88,8;NA;NA;66,5;15,59;"FAIL";"Backwardation";"20260420 23:10";9;FALSE;FALSE;FALSE;""
"MO";"Consumer non cyclical";"XLP";64,61;2,13;4;"SKIP";64,74;65,88;61,9;9;"SKIP";64,48;67,21;57,67;2;2;0;0,662;0,934;0,7;"S:2/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";20,8;43,1;-10,4;-2,9;FALSE;0,59;-1,1;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260430";9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;FALSE;FALSE;FALSE;""
"NVO";"Consumer non cyclical";"XLP";40,46;2,86;9;"SKIP";40,54;39,71;42,63;3;"SKIP";40,38;40,51;40,05;7;4;3;1;0,755;0,67;"S:4/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";28,1;59,4;11,9;0,9;TRUE;3,08;9,4;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260506";15;NA;46,7;NA;44,2;33,6;57,6;NA;NA;0,8;32,86;"FAIL";"Backwardation";"20260420 23:27";9;FALSE;FALSE;FALSE;""
"PM";"Consumer non cyclical";"XLP";157,55;2,58;4;"SKIP";157,87;169,84;127,93;9;"SKIP";157,23;173,27;117,15;3;3;0;0,4;0,892;0,97;"S:3/6 BK:0/4 | S1:- S2:- S3:- S4:+ S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";42,9;39,3;-5,7;-8,2;TRUE;0,85;-4,8;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260422";1;NA;33,7;NA;29,6;27,6;88,5;NA;NA;63;19,91;"FAIL";"Backwardation";"20260420 19:11";9;FALSE;FALSE;FALSE;""
"WMT";"Consumer non cyclical";"XLP";127,92;2,21;9;"SKIP";128,18;124,37;137,69;2;"SKIP";127,66;126,88;129,62;8;5;3;0,912;0,787;1,1;"S:5/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";13,5;57,2;7,4;1,8;TRUE;1,81;6,1;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260521";30;NA;30,4;NA;28,5;22,4;87,8;NA;NA;48,8;30,64;"FAIL";"Backwardation";"20260420 18:53";9;FALSE;FALSE;FALSE;""
"KR";"Consumer non cyclical";"XLP";67,89;2,94;4;"SKIP";68,03;69,84;63,48;8;"SKIP";67,75;71,25;59,01;2;2;0;0,805;0,795;0,74;"S:2/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";30,5;41,6;2,2;-3,8;FALSE;0,42;-8,6;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"KHC";"Consumer non cyclical";"XLP";22,21;2,61;4;"SKIP";22,25;23,04;20,3;7;"SKIP";22,17;23,5;18,82;3;3;0;0,649;0,909;1,11;"S:3/6 BK:0/4 | S1:- S2:- S3:+ S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";19,3;44,5;-0,8;-4,6;FALSE;0,22;1,6;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260506";15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;FALSE;FALSE;FALSE;""
"PG";"Consumer non cyclical";"XLP";144,49;1,88;4;"SKIP";144,78;150,3;130,98;7;"SKIP";144,2;153,34;121,36;2;2;0;0,258;0,804;0,95;"S:2/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";24,1;45,6;4,7;-4,8;FALSE;0,75;-1,2;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260424";3;NA;24,1;NA;22,3;18,8;89,7;NA;NA;68,1;24,58;"FAIL";"Backwardation";"20260420 19:10";7;FALSE;FALSE;FALSE;""
"CL";"Consumer non cyclical";"XLP";83,53;2,27;5;"SKIP";83,7;89,05;70,32;6;"SKIP";83,36;90,85;64,65;4;3;1;0,243;0,926;0,88;"S:3/6 BK:1/4 | S1:- S2:- S3:- S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:- BK4:-";26,4;41,1;1,9;-7,1;TRUE;1,18;-3,2;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260501";10;NA;25,9;NA;23,8;22,8;89,1;NA;NA;73,4;12,99;"FAIL";"Backwardation";"20260421 09:12";6;FALSE;FALSE;FALSE;""
"MDLZ";"Consumer non cyclical";"XLP";57,31;2,17;6;"SKIP";57,42;57,82;56,43;6;"SKIP";57,2;58,99;52,71;5;4;1;0,464;0,88;0,64;"S:4/6 BK:1/4 | S1:- S2:- S3:+ S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:- BK4:-";15,2;47,5;-1,1;-1,9;TRUE;1,28;0,6;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260428";7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;FALSE;FALSE;FALSE;""
"PEP";"Consumer non cyclical";"XLP";156,99;2,02;5;"SKIP";157,3;158,28;154,86;6;"SKIP";156,68;161,48;144,67;5;3;2;0,518;0,919;0,9;"S:3/6 BK:2/4 | S1:- S2:- S3:+ S4:- S5:+ S6:+ | BK1:+ BK2:- BK3:+ BK4:-";16,1;51,3;2,4;-1,8;FALSE;0,51;3,3;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260716";86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;FALSE;FALSE;FALSE;""
"SYY";"Consumer non cyclical";"XLP";76,26;2,74;5;"SKIP";76,41;81,67;63,27;6;"SKIP";76,11;83,32;58,08;2;1;1;0,666;1,413;0,46;"S:1/6 BK:1/4 | S1:- S2:- S3:- S4:+ S5:- S6:- | BK1:- BK2:+ BK3:- BK4:-";37,7;46,6;10,4;-7,6;TRUE;1,64;-7,6;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260428";7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;FALSE;FALSE;FALSE;""
"LULU";"Consumer non cyclical";"XLP";166,81;3,66;5;"SKIP";167,14;165,61;170,98;5;"SKIP";166,48;168,95;160,28;5;3;2;0,562;0,877;0,63;"S:3/6 BK:2/4 | S1:- S2:- S3:+ S4:- S5:+ S6:+ | BK1:+ BK2:- BK3:+ BK4:-";18,4;55,1;4,7;-0,3;FALSE;1,03;1,1;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260604";44;NA;42,2;NA;49,5;43;43,8;NA;NA;51,4;-1,78;"PASS";"Contango";"20260420 23:14";5;FALSE;TRUE;FALSE;""
"BA";"Defence";"ITA";225,08;3,02;9;"WATCH";225,53;217,39;245,88;3;"SKIP";224,63;221,78;231,75;7;4;3;0,878;0,922;0,84;"S:4/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";27,9;59,8;0,7;2,5;TRUE;2,39;11,2;"";TRUE;FALSE;"SKIP";FALSE;"none";-14,2;"fails: RS<=bench, no pullback";"20260422";1;NA;36,2;NA;33,8;34,8;79,8;NA;NA;82,9;3,91;"FAIL";"Backwardation";"20260421 08:51";9;TRUE;FALSE;FALSE;""
"GD";"Defence";"ITA";332,14;2,16;3;"SKIP";332,8;346,57;298,39;9;"SKIP";331,48;353,57;276,24;0;0;0;0,709;1,022;0,78;"S:0/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";41,4;36,8;-6,1;-5,1;FALSE;0,5;-8,1;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;"20260429";8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;FALSE;FALSE;FALSE;""
"HII";"Defence";"ITA";392,19;3,1;3;"SKIP";392,97;408,26;354,75;9;"SKIP";391,41;416,51;328,64;2;2;0;0,508;0,821;0,64;"S:2/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";25;43,9;-1,3;-4,9;FALSE;0,68;-8;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;"20260505";14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;FALSE;FALSE;FALSE;""
"HWM";"Defence";"ITA";255,62;3,05;9;"WATCH";256,13;243,17;288,53;2;"SKIP";255,11;248,09;272,67;7;5;2;0,84;0,792;0,96;"S:5/6 BK:2/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:+ BK4:-";23,2;58,6;-3,2;4,1;TRUE;1,25;6,4;"";TRUE;FALSE;"SKIP";FALSE;"none";11,41;"fails: no pullback";"20260507";16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"LDOS";"Defence";"ITA";154,82;2,73;3;"SKIP";155,13;166,24;127,35;9;"SKIP";154,51;169,6;116,79;2;2;0;0,562;0,727;0,72;"S:2/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";36,6;39,3;-2,2;-7,8;FALSE;0,53;-10,8;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;"20260505";14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;FALSE;FALSE;FALSE;""
"RTX";"Defence";"ITA";195,79;2,36;3;"SKIP";196,18;198,39;190,67;9;"SKIP";195,4;202,4;177,9;2;1;1;0,684;0,736;1,21;"S:1/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:- S6:+ | BK1:- BK2:- BK3:- BK4:+";22,3;44,8;-9,1;-2,3;FALSE;0,49;-5,4;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;"20260421";0;NA;33,6;NA;30,1;23,8;94,4;NA;NA;45,8;34,35;"FAIL";"Backwardation";"20260420 19:15";9;FALSE;FALSE;FALSE;""
"KTOS";"Defence";"ITA";69,83;7,64;3;"SKIP";69,97;83,02;37,34;8;"SKIP";69,69;84,7;32,17;1;1;0;0,676;0,915;1,06;"S:1/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";18,7;40,8;-3,8;-16,7;FALSE;0,75;-21,7;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;"20260507";16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"AVAV";"Defence";"ITA";197,23;6,42;6;"WATCH";197,62;216,59;150,2;5;"WATCH";196,84;220,97;136,5;4;3;1;0,287;0,636;0,92;"S:3/6 BK:1/4 | S1:- S2:- S3:- S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:- BK4:-";17,5;48;2,4;-9,9;TRUE;2,16;-4,4;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-44,99;"fails: stage2, RS<=bench";"20260623";63;NA;69,3;NA;72;66,9;77,2;NA;NA;62,3;3,53;"FAIL";"Contango";"20260421 08:47";7;TRUE;FALSE;FALSE;""
"SAIC";"Defence";"ITA";94,7;3,31;5;"WATCH";94,89;92,7;100,36;7;"TRADE";94,51;94,57;94,36;3;3;0;0,655;0,749;0,79;"S:3/6 BK:0/4 | S1:+ S2:- S3:- S4:+ S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";12,5;47,8;-0,6;1,1;TRUE;0,67;-6,3;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-17,11;"fails: stage2, RS<=bench";"20260601";41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"TXT";"Defence";"ITA";91,5;2,34;6;"WATCH";91,68;92,5;89,63;5;"WATCH";91,32;94,37;83,68;5;4;1;0,502;0,746;0,55;"S:4/6 BK:1/4 | S1:- S2:+ S3:- S4:+ S5:+ S6:+ | BK1:- BK2:- BK3:+ BK4:-";22;51,6;-5,5;-2,1;TRUE;0,83;-1,1;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-6,38;"fails: stage2, HH/HL, RS<=bench";"20260430";9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;TRUE;FALSE;FALSE;""
"SLB";"Energy";"XLE";52,2;3,53;10;"SKIP";52,3;49,5;59,32;2;"SKIP";52,1;50,5;56,09;6;5;1;0,686;0,924;0,91;"S:5/6 BK:1/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:- BK4:-";32,3;56,9;-1;4,4;TRUE;1,78;19,1;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;"20260424";3;NA;41,4;NA;40,2;37,9;93,3;NA;NA;81,3;8,9;"FAIL";"Backwardation";"20260325 21:14";10;FALSE;FALSE;FALSE;""
"TNK";"Energy";"XLE";76,5;4,3;10;"SKIP";76,65;71,44;89,69;2;"SKIP";76,35;72,88;85,01;8;5;3;0,64;0,95;0,9;"S:5/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:+ S6:- | BK1:+ BK2:+ BK3:+ BK4:-";23,4;58;2,2;6;TRUE;1,44;21,2;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;"20260506";15;NA;51;NA;45,1;43,7;88,4;NA;NA;86,4;15,32;"FAIL";"Backwardation";"20260420 19:19";10;FALSE;FALSE;FALSE;""
"COP";"Energy";"XLE";116,45;3,63;4;"SKIP";116,68;118,35;112,52;9;"WATCH";116,22;120,74;104,91;2;2;0;0,852;0,922;0,67;"S:2/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";26,1;38,8;-9,8;-2,6;FALSE;0,65;-1,1;"";FALSE;TRUE;"SKIP";FALSE;"none";17,32;"fails: stage2, HH/HL, RSI, no pullback";"20260430";9;NA;34,3;NA;30,9;42,6;84;NA;NA;88,5;-21,55;"PARTIAL";"Backwardation";"20260421 09:16";9;TRUE;TRUE;TRUE;""
"DVN";"Energy";"XLE";44,94;3,97;4;"SKIP";45,03;45,81;43,09;9;"WATCH";44,85;46,73;40,15;2;2;0;0,984;0,943;0,73;"S:2/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";27,6;39,9;-7,1;-2,9;FALSE;0,32;-0,5;"";FALSE;TRUE;"SKIP";FALSE;"none";19,24;"fails: stage2, HH/HL, RSI, no pullback";"20260505";14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"NLR";"Energy";"XLE";146,42;3,25;9;"SKIP";146,71;139,02;165,94;2;"SKIP";146,13;141,83;156,87;8;5;3;0,823;0,89;0,77;"S:5/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";18,7;62,5;8,7;4,3;TRUE;5,62;21,7;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;NA;NA;38,6;NA;43,3;39,2;50;NA;NA;44,6;-1,54;"PASS";"Contango";"20260420 19:07";9;FALSE;TRUE;FALSE;""
"OXY";"Energy";"XLE";54,48;4,43;4;"SKIP";54,59;55,1;53,3;9;"WATCH";54,37;56,22;49,76;1;1;0;0,878;1,016;0,62;"S:1/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";31,6;39,4;-7,2;-2,1;FALSE;0,46;-3,1;"";FALSE;TRUE;"SKIP";FALSE;"none";24,38;"fails: stage2, HH/HL, RSI, no pullback";"20260505";14;NA;40;NA;36,8;56,8;88,7;NA;NA;94;-34,94;"FAIL";"Backwardation";"20260420 23:30";9;TRUE;FALSE;FALSE;""
"STNG";"Energy";"XLE";76,89;4,18;9;"SKIP";77,04;72,47;88,49;2;"SKIP";76,74;73,93;83,75;9;6;3;0,642;0,926;0,77;"S:6/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";19,3;57,3;0,7;5;TRUE;1,2;20,3;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;"20260430";9;NA;46,8;NA;48,5;40,2;77,7;NA;NA;63,1;15,21;"FAIL";"Contango";"20260323 09:34";9;FALSE;FALSE;FALSE;""
"XOM";"Energy";"XLE";147,68;3,54;4;"SKIP";147,98;153,19;134,93;9;"WATCH";147,38;156,29;125,13;1;1;0;1;1,032;0,69;"S:1/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";25;38,8;-3,1;-4,6;FALSE;0,53;-0,4;"";FALSE;TRUE;"SKIP";FALSE;"none";8,6;"fails: stage2, HH/HL, RSI, no pullback";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
