"Ticker";"Sector";"Sector_ETF";"Price";"ATR_pct";"Long_Score";"Long_Signal";"Long_Entry";"Long_Stop";"Long_Target";"Short_Score";"Short_Signal";"Short_Entry";"Short_Stop";"Short_Target";"BOT_Score";"BOT_Setup";"BOT_Breakout";"BOT_Squeeze";"BOT_VolDec";"BOT_VolSurge";"BOT_Flags";"ADX10";"RSI14";"RSI_slope";"MA50_dist";"OBV_rising";"UpDn_ratio";"RS_vs_ETF";"Macro_Note";"Sector_Long_Gate";"Sector_Short_Gate";"Best_Signal";"Trend_Passes";"Pullback";"RS_3m";"Trend_Reason";"NextEarnings";"EarningsInDays";"IV15";"IV30";"IV90";"IV180";"RV30";"IVP";"IVR";"IVP_2y";"RVP";"VRP";"Optionality";"TermStr";"Vol_Date";"Composite";"Gate_Tech";"Gate_Opt";"All_Gates";"Rank"
"DOW";"Basic Materials";"XLB";38,66;5,01;6;"WATCH";38,74;35,78;46,13;5;"WATCH";38,58;36,5;43,78;4;3;1;0,587;1,048;0,8;"S:3/6 BK:1/4 | S1:+ S2:+ S3:- S4:- S5:+ S6:- | BK1:+ BK2:- BK3:- BK4:-";20,8;52,2;9,9;7;FALSE;1,02;-7,8;"";TRUE;FALSE;"SKIP";FALSE;"none";34,13;"fails: no pullback";"20260723";87;NA;52,2;NA;47,2;68,2;86,3;NA;NA;100;-26,71;"FAIL";"Backwardation";"20260420 22:52";7;TRUE;FALSE;FALSE;""
"FCX";"Basic Materials";"XLB";61,05;5;6;"WATCH";61,17;61,88;59,41;7;"TRADE";60,93;63,13;55,43;4;4;0;0,833;0,929;1,07;"S:4/6 BK:0/4 | S1:- S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";31,9;44;-26,1;-2,3;TRUE;0,78;3,6;"";TRUE;FALSE;"SKIP";FALSE;"RSI retraced";-3,26;"fails: stage2, RS<=bench";"20260722";86;NA;49,3;NA;47,2;55,3;80;NA;NA;69,7;-11,48;"FAIL";"Backwardation";"20260420 22:57";7;TRUE;FALSE;FALSE;""
"SHW";"Basic Materials";"XLB";337,7;2,7;7;"WATCH";338,38;332,27;353,64;4;"SKIP";337,02;338,98;332,13;4;3;1;0,65;0,935;1,08;"S:3/6 BK:1/4 | S1:+ S2:- S3:- S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:- BK4:-";15,9;54,9;-7,3;0,6;TRUE;1,16;-0,1;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-6,11;"fails: stage2, HH/HL, RS<=bench";"20260428";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"VMC";"Basic Materials";"XLB";292,07;2,51;7;"WATCH";292,65;283,43;315,71;4;"SKIP";291,49;289,16;297,31;6;5;1;0,649;0,797;0,67;"S:5/6 BK:1/4 | S1:+ S2:- S3:+ S4:+ S5:+ S6:+ | BK1:- BK2:- BK3:+ BK4:-";19,2;55,9;-1;2;TRUE;0,7;3,8;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-5,83;"fails: RS<=bench";"20260429";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"LIN";"Basic Materials";"XLB";510,3;1,88;NA;"SKIP";NA;NA;NA;4;"SKIP";509,28;499,52;533,68;NA;NA;NA;NA;NA;NA;"";13,6;60,7;12,8;3,2;FALSE;0,91;-2,8;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;"20260501";4;NA;26;NA;23,4;22,2;97,2;NA;NA;82,5;15,63;"FAIL";"Backwardation";"20260420 23:13";4;FALSE;FALSE;FALSE;""
"AMZN";"Communications";"XLC";263,99;2,52;9;"WATCH";264,52;216,45;384,68;2;"SKIP";263,46;220,83;370,05;7;4;3;1;0,971;1,16;"S:4/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:-";42,1;80,4;3,8;20,7;TRUE;2,81;21;"";TRUE;FALSE;"SKIP";FALSE;"none";7,66;"fails: stage2, RSI, no pullback";"20260429";2;NA;39,8;NA;34,8;32,4;80,2;NA;NA;53,6;20,53;"FAIL";"Backwardation";"20260421 08:43";9;TRUE;FALSE;FALSE;""
"DIS";"Communications";"XLC";102,6;2,1;9;"WATCH";102,81;100,26;109,17;3;"SKIP";102,39;102,28;102,67;5;4;1;1;0,795;0,73;"S:4/6 BK:1/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:- BK4:-";28,3;53,5;-15,5;1,3;TRUE;2,8;2,1;"";TRUE;FALSE;"SKIP";FALSE;"strong (near SMA20 + RSI retraced)";-10,89;"fails: stage2, RS<=bench";"20260506";9;NA;35,7;NA;29,1;23,3;85,3;NA;NA;50,6;42,76;"FAIL";"Backwardation";"20260420 22:51";9;TRUE;FALSE;FALSE;""
"GOOG";"Communications";"XLC";342,32;2,23;9;"WATCH";343;305,48;436,82;2;"SKIP";341,64;311,65;416,6;7;5;2;1;0,892;1,06;"S:5/6 BK:2/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:+ BK4:-";38,5;69,7;-3,3;10,9;TRUE;2,66;15,7;"";TRUE;FALSE;"SKIP";FALSE;"none";-0,44;"fails: RS<=bench, no pullback";"20260429";2;NA;35,3;NA;32,7;28,5;68,3;NA;NA;33,1;21,28;"FAIL";"Backwardation";"20260420 23:00";9;TRUE;FALSE;FALSE;""
"TMUS";"Communications";"XLC";189,8;3,19;3;"SKIP";190,18;206,39;149,65;9;"SKIP";189,42;210,56;136,57;1;0;1;0,846;1,019;1,24;"S:0/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:- S6:- | BK1:- BK2:- BK3:- BK4:+";24,6;37,1;-5,1;-9;FALSE;0,68;-16,5;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;"20260428";1;NA;35,2;NA;30,7;26,5;92,2;NA;NA;66,5;28,31;"FAIL";"Backwardation";"20260420 19:17";9;FALSE;FALSE;FALSE;""
"T";"Communications";"XLC";26,2;2,61;4;"SKIP";26,25;27,45;23,26;8;"SKIP";26,15;28;21,51;2;1;1;0,984;0,943;0,78;"S:1/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:- S6:+ | BK1:- BK2:+ BK3:- BK4:-";34,4;41,8;0,5;-5,5;FALSE;1,18;-15,6;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;NA;NA;29;NA;26,7;24,2;93;NA;NA;47,2;18,03;"FAIL";"Backwardation";"20260324 08:21";8;FALSE;FALSE;FALSE;""
"DG";"Consumer cyclical";"XLY";120,71;3,27;5;"WATCH";120,95;132,21;92,8;7;"TRADE";120,47;134,88;84,43;4;3;1;0,297;0,914;0,63;"S:3/6 BK:1/4 | S1:- S2:- S3:- S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:- BK4:-";25,2;42,4;-9,1;-9,6;TRUE;1,45;-7,8;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-22,77;"fails: stage2, HH/HL, RS<=bench";NA;NA;NA;23,5;NA;23,7;32,4;76,7;NA;NA;90,2;-32,29;"PASS";"Contango";"20260420 22:50";8;TRUE;TRUE;TRUE;""
"TSLA";"Consumer cyclical";"XLY";376,3;3,97;5;"WATCH";377,05;383,21;361,66;7;"TRADE";375,55;390,95;337,04;1;0;1;0,91;1,104;0,89;"S:0/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:- S6:- | BK1:- BK2:+ BK3:- BK4:-";23,4;48,9;-11,4;-2,8;FALSE;1,63;-7,9;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-16,6;"fails: stage2, HH/HL, RS<=bench";NA;NA;NA;43,8;NA;NA;35,7;13,9;NA;NA;2,8;20,42;"FAIL";"NO DATA";"20260324 08:23";8;TRUE;FALSE;FALSE;""
"HD";"Consumer cyclical";"XLY";335,89;2,52;5;"WATCH";336,56;345,66;313,81;6;"WATCH";335,22;352,64;291,65;4;3;1;0,572;0,912;0,91;"S:3/6 BK:1/4 | S1:- S2:- S3:- S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:- BK4:-";18,7;46,4;-10,7;-3,8;TRUE;1,14;-6,8;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-16,16;"fails: stage2, HH/HL, RS<=bench";"20260519";22;NA;29,7;NA;28,3;32,4;89,5;NA;NA;88,8;-8,68;"PARTIAL";"Backwardation";"20260420 23:03";7;TRUE;TRUE;TRUE;""
"BN";"Consumer non cyclical";"XLP";45,48;2,7;9;"WATCH";45,57;42,39;53,52;3;"SKIP";45,39;43,25;50,74;6;4;2;0,928;0,929;0,57;"S:4/6 BK:2/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:+ BK4:-";39,2;61,7;-9,3;6,2;TRUE;1,5;12,1;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-6,25;"fails: RS<=bench";NA;NA;NA;23,7;NA;21,8;21,2;83,9;NA;NA;56,6;11,07;"FAIL";"Backwardation";"20260420 22:37";9;TRUE;FALSE;FALSE;""
"LULU";"Consumer non cyclical";"XLP";143,8;4,84;3;"SKIP";144,09;163,84;94,71;9;"SKIP";143,51;167,15;84,43;2;1;1;0,637;0,985;1,41;"S:1/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:+";22,6;34,1;-21,7;-13,1;FALSE;0,42;-7,6;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;"20260604";38;NA;42,2;NA;49,5;43;43,8;NA;NA;51,4;-1,78;"PASS";"Contango";"20260420 23:14";9;FALSE;TRUE;FALSE;""
"NVO";"Consumer non cyclical";"XLP";41,17;3,08;9;"WATCH";41,25;38,98;46,93;3;"SKIP";41,09;39,77;44,38;8;4;4;1;0,795;1,54;"S:4/6 BK:4/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:+";22,2;60,3;0,5;4,6;TRUE;1,18;10,5;"";TRUE;FALSE;"SKIP";FALSE;"none";-38,71;"fails: stage2, HH/HL, RS<=bench, no pullback";"20260506";9;NA;46,7;NA;44,2;33,6;57,6;NA;NA;0,8;32,86;"FAIL";"Backwardation";"20260420 23:27";9;TRUE;FALSE;FALSE;""
"PG";"Consumer non cyclical";"XLP";148,18;1,97;9;"WATCH";148,48;149,18;146,71;4;"SKIP";147,88;152,19;137,11;7;4;3;0,441;0,848;1,53;"S:4/6 BK:3/4 | S1:- S2:- S3:+ S4:+ S5:+ S6:+ | BK1:+ BK2:+ BK3:- BK4:+";23,5;55,1;3,8;-1,7;TRUE;1,21;1,5;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-3,94;"fails: stage2, HH/HL, RS<=bench";NA;NA;NA;24,1;NA;22,3;18,8;89,7;NA;NA;68,1;24,58;"FAIL";"Backwardation";"20260420 19:10";9;TRUE;FALSE;FALSE;""
"GIS";"Consumer non cyclical";"XLP";34,97;2,4;4;"SKIP";35,04;39,28;24,44;8;"SKIP";34,9;40,07;21,96;3;3;0;0,337;0,9;0,77;"S:3/6 BK:0/4 | S1:- S2:- S3:- S4:+ S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";46,4;33,5;-0,7;-11,9;TRUE;0,96;-5,5;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"KHC";"Consumer non cyclical";"XLP";21,94;2,46;3;"SKIP";21,98;22,81;19,91;8;"SKIP";21,9;23,27;18,45;2;2;0;0,526;0,898;1,09;"S:2/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";19,4;42,2;-5,1;-4,8;FALSE;0,22;-0,8;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;"20260506";9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"MO";"Consumer non cyclical";"XLP";66,88;2,03;8;"WATCH";67,01;65,95;69,68;3;"SKIP";66,75;67,28;65,41;8;6;2;0,556;0,925;1,14;"S:6/6 BK:2/4 | S1:+ S2:+ S3:+ S4:+ S5:+ S6:+ | BK1:+ BK2:- BK3:+ BK4:-";19,3;55,9;15,6;0,4;TRUE;0,79;0,9;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";3,13;"fails: HH/HL";"20260430";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"CL";"Consumer non cyclical";"XLP";84,65;2,14;7;"WATCH";84,82;88,15;76,49;6;"WATCH";84,48;89,93;70,85;4;3;1;0,278;0,91;1;"S:3/6 BK:1/4 | S1:- S2:- S3:- S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:- BK4:-";21,9;47,8;-0,8;-4,9;TRUE;1,67;-2;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-3,71;"fails: stage2, HH/HL, RS<=bench";"20260501";4;NA;25,9;NA;23,8;22,8;89,1;NA;NA;73,4;12,99;"FAIL";"Backwardation";"20260421 09:12";7;TRUE;FALSE;FALSE;""
"IBB";"Consumer non cyclical";"XLP";169,78;1,95;7;"WATCH";170,12;168,65;173,78;4;"SKIP";169,44;172,06;162,89;4;4;0;0,967;0,873;1,05;"S:4/6 BK:0/4 | S1:- S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";15;47,1;-14,6;-0,3;TRUE;0,94;0,2;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-6,51;"fails: stage2, HH/HL, RS<=bench";NA;NA;NA;20,8;NA;22,9;22,7;24,9;NA;NA;76,1;-8,93;"PASS";"Contango";"20260420 23:04";7;TRUE;TRUE;TRUE;""
"KO";"Consumer non cyclical";"XLP";76,63;1,6;7;"WATCH";76,78;76,5;77,48;5;"WATCH";76,48;78,05;72,55;4;3;1;0,472;0,85;0,9;"S:3/6 BK:1/4 | S1:- S2:- S3:- S4:+ S5:+ S6:+ | BK1:+ BK2:- BK3:- BK4:-";20,4;52,8;6,9;-0,8;TRUE;0,46;0;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";2,55;"fails: stage2, HH/HL";"20260428";1;NA;20,5;NA;19,8;17,5;88,8;NA;NA;66,5;15,59;"FAIL";"Backwardation";"20260420 23:10";7;TRUE;FALSE;FALSE;""
"KR";"Consumer non cyclical";"XLP";67,23;2,84;5;"WATCH";67,36;69,82;61,22;7;"TRADE";67,1;71,23;56,75;3;2;1;0,805;0,775;0,79;"S:2/6 BK:1/4 | S1:- S2:+ S3:- S4:- S5:- S6:+ | BK1:- BK2:+ BK3:- BK4:-";30,9;41,2;-1,3;-4,7;FALSE;1,19;-8,9;"";TRUE;FALSE;"SKIP";FALSE;"none";2,5;"fails: stage2, no pullback";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"MDLZ";"Consumer non cyclical";"XLP";57,61;2,16;4;"SKIP";57,73;57,52;58,24;7;"SKIP";57,49;58,68;54,53;4;2;2;0,482;0,858;1,23;"S:2/6 BK:2/4 | S1:- S2:- S3:- S4:- S5:+ S6:+ | BK1:+ BK2:- BK3:- BK4:+";15,1;50,6;3,5;-0,8;FALSE;0,86;-2,5;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;"20260428";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;FALSE;FALSE;FALSE;""
"OR";"Consumer non cyclical";"XLP";40,35;4,38;7;"WATCH";40,43;40,31;40,73;4;"SKIP";40,27;41,13;38,13;5;4;1;0,616;0,818;1,06;"S:4/6 BK:1/4 | S1:- S2:- S3:+ S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:- BK4:-";16;51,7;-12,1;-0,9;TRUE;3,37;15,7;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-14,48;"fails: stage2, HH/HL, RS<=bench";NA;NA;NA;30,6;NA;26;30;94,6;NA;NA;79,9;2,14;"FAIL";"Backwardation";"20260420 23:29";7;TRUE;FALSE;FALSE;""
"PEP";"Consumer non cyclical";"XLP";155,44;1,98;4;"SKIP";155,75;157,23;152,06;7;"SKIP";155,13;160,4;141,94;2;2;0;0,45;0,963;0,84;"S:2/6 BK:0/4 | S1:- S2:- S3:+ S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-";12,3;48,3;-4,7;-2,1;FALSE;0,33;0,5;"";TRUE;FALSE;"SKIP";NA;NA;NA;NA;"20260716";80;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;FALSE;FALSE;FALSE;""
"PM";"Consumer non cyclical";"XLP";164,2;2,99;7;"WATCH";164,53;168,19;155,36;5;"WATCH";163,87;171,59;144,57;3;2;1;0,5;0,982;1,04;"S:2/6 BK:1/4 | S1:- S2:- S3:- S4:+ S5:+ S6:- | BK1:+ BK2:- BK3:- BK4:-";35;51,4;11,7;-3,4;TRUE;0,98;-1,5;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-9,64;"fails: stage2, HH/HL, RS<=bench";NA;NA;NA;33,7;NA;29,6;27,6;88,5;NA;NA;63;19,91;"FAIL";"Backwardation";"20260420 19:11";7;TRUE;FALSE;FALSE;""
"SYY";"Consumer non cyclical";"XLP";76,56;2,53;6;"WATCH";76,71;80,76;66,6;6;"WATCH";76,41;82,39;61,45;3;2;1;0,624;1,465;0,67;"S:2/6 BK:1/4 | S1:- S2:- S3:- S4:+ S5:+ S6:- | BK1:- BK2:+ BK3:- BK4:-";28,8;48,9;2,2;-6,1;TRUE;3,16;-9,9;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-1,83;"fails: stage2, RS<=bench";"20260428";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;TRUE;FALSE;FALSE;""
"BA";"Defence";"ITA";232,44;3,03;9;"SKIP";232,9;216,41;274,15;3;"SKIP";231,98;220,78;259,96;6;3;3;1;0,988;0,85;"S:3/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:-";28,2;62,2;3,8;6,3;TRUE;2,51;21,6;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;NA;NA;36,2;NA;33,8;34,8;79,8;NA;NA;82,9;3,91;"FAIL";"Backwardation";"20260421 08:51";9;FALSE;FALSE;FALSE;""
"GD";"Defence";"ITA";313,21;2,41;3;"SKIP";313,84;343,66;239,29;9;"WATCH";312,58;350,6;217,55;0;0;0;0,803;1,025;0,96;"S:0/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";54;25,6;-14,4;-9,8;FALSE;0,26;-9,9;"";FALSE;TRUE;"SKIP";FALSE;"none";-16,91;"fails: stage2, HH/HL, RSI, RS<=bench, no pullback";"20260429";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"HII";"Defence";"ITA";359,29;3,59;3;"SKIP";360,01;405,87;245,36;9;"WATCH";358,57;414,07;219,84;3;2;1;0,562;0,855;1,37;"S:2/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:+";36,2;31;-14,3;-12,4;FALSE;0,54;-4,7;"";FALSE;TRUE;"SKIP";FALSE;"none";-16,18;"fails: stage2, HH/HL, RSI, RS<=bench, no pullback";"20260505";8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"LDOS";"Defence";"ITA";146,06;2,84;3;"SKIP";146,35;163,12;104,44;9;"WATCH";145,77;166,41;94,15;2;2;0;0,482;0,715;0,97;"S:2/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";41;29,2;-10,6;-11,4;FALSE;0,3;-5,3;"";FALSE;TRUE;"SKIP";FALSE;"none";-25,99;"fails: stage2, HH/HL, RSI, RS<=bench, no pullback";"20260505";8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"RTX";"Defence";"ITA";174,26;3,13;3;"SKIP";174,61;197,1;118,37;9;"WATCH";173,91;201,08;105,98;2;1;1;0,787;0,826;2,19;"S:1/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:- S6:+ | BK1:- BK2:- BK3:- BK4:+";36,4;24,2;-21,6;-12,5;FALSE;0,16;-7,7;"";FALSE;TRUE;"SKIP";FALSE;"none";-13,3;"fails: stage2, HH/HL, RSI, RS<=bench, no pullback";"20260721";85;NA;33,6;NA;30,1;23,8;94,4;NA;NA;45,8;34,35;"FAIL";"Backwardation";"20260420 19:15";9;TRUE;FALSE;FALSE;""
"KTOS";"Defence";"ITA";61,26;8,19;3;"SKIP";61,38;80,83;12,75;8;"WATCH";61,14;82,47;7,81;3;2;1;0,511;0,916;1,29;"S:2/6 BK:1/4 | S1:- S2:- S3:- S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:+";21,3;32,2;-9,8;-25;FALSE;0,44;-17,3;"";FALSE;TRUE;"SKIP";FALSE;"none";-48,03;"fails: stage2, HH/HL, RSI, RS<=bench, no pullback";"20260507";10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"TXT";"Defence";"ITA";87,96;2,53;4;"SKIP";88,14;92;78,48;8;"WATCH";87,78;93,86;72,6;3;3;0;0,502;0,751;1,13;"S:3/6 BK:0/4 | S1:- S2:- S3:+ S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";19,7;40,9;-11,1;-5,3;FALSE;0,42;0,9;"";FALSE;TRUE;"SKIP";FALSE;"none";-10,12;"fails: stage2, HH/HL, RS<=bench, no pullback";"20260430";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"HWM";"Defence";"ITA";242,44;3,53;6;"WATCH";242,92;244,63;238,66;7;"WATCH";241,96;249,57;222,91;3;3;0;0,84;0,861;0,71;"S:3/6 BK:0/4 | S1:- S2:+ S3:+ S4:- S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";23,7;47,8;-10,8;-1,9;FALSE;0,67;7,1;"";FALSE;TRUE;"SKIP";FALSE;"at SMA20";9,5;"fails: stage2";"20260507";10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
"AVAV";"Defence";"ITA";196,28;6,69;6;"SKIP";196,67;212,24;157,75;4;"SKIP";195,89;216,53;144,29;5;4;1;0,372;0,651;0,77;"S:4/6 BK:1/4 | S1:- S2:- S3:+ S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:- BK4:-";18,9;46,9;2,5;-8,4;TRUE;2,55;2,2;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;"20260623";57;NA;69,3;NA;72;66,9;77,2;NA;NA;62,3;3,53;"FAIL";"Contango";"20260421 08:47";6;FALSE;FALSE;FALSE;""
"SAIC";"Defence";"ITA";95,61;3,18;6;"WATCH";95,8;92,82;103,26;5;"WATCH";95,42;94,69;97,23;4;3;1;0,813;0,763;0,87;"S:3/6 BK:1/4 | S1:+ S2:+ S3:- S4:- S5:- S6:+ | BK1:- BK2:+ BK3:- BK4:-";10,2;49,9;0,7;2;FALSE;1,13;-1,9;"";FALSE;TRUE;"SKIP";FALSE;"at SMA20";-11,46;"fails: stage2, HH/HL, RS<=bench";"20260601";35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;TRUE;FALSE;FALSE;""
"TNK";"Energy";"XLE";75,94;4,26;11;"SKIP";76,09;71,96;86,41;2;"SKIP";75,79;73,42;81,72;8;6;2;0,506;0,887;0,71;"S:6/6 BK:2/4 | S1:+ S2:+ S3:+ S4:+ S5:+ S6:+ | BK1:+ BK2:+ BK3:- BK4:-";22,9;56,1;0,6;4,5;TRUE;2,04;15,1;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;"20260506";9;NA;51;NA;45,1;43,7;88,4;NA;NA;86,4;15,32;"FAIL";"Backwardation";"20260420 19:19";11;FALSE;FALSE;FALSE;""
"BKR";"Energy";"XLE";68,94;3,22;10;"SKIP";69,08;60,74;89,93;2;"SKIP";68,8;61,97;85,89;9;5;4;0,714;0,889;1,84;"S:5/6 BK:4/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:+";23,6;71,4;26,2;12,4;TRUE;1,11;18,1;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;"20260721";85;NA;39,5;NA;36,5;35,6;87,5;NA;NA;77,8;10,37;"FAIL";"Backwardation";"20260421 08:56";10;FALSE;FALSE;FALSE;""
"SLB";"Energy";"XLE";56,15;3,33;10;"SKIP";56,26;49,79;72,43;2;"SKIP";56,04;50,8;69,13;10;6;4;0,604;0,88;1,44;"S:6/6 BK:4/4 | S1:+ S2:+ S3:+ S4:+ S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:+";35,9;69,6;10,4;11,6;TRUE;3,03;14,9;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;"20260724";88;NA;41,4;NA;40,2;37,9;93,3;NA;NA;81,3;8,9;"FAIL";"Backwardation";"20260325 21:14";10;FALSE;FALSE;FALSE;""
"DVN";"Energy";"XLE";47,94;3,42;9;"SKIP";48,04;46,07;52,96;4;"SKIP";47,84;47;49,96;5;4;1;1;0,877;0,83;"S:4/6 BK:1/4 | S1:+ S2:+ S3:+ S4:- S5:- S6:+ | BK1:+ BK2:- BK3:- BK4:-";21,1;54,4;18,7;3;FALSE;0,82;0,9;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;"20260505";8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;FALSE;FALSE;FALSE;""
"HAL";"Energy";"XLE";40,36;3,49;9;"SKIP";40,44;36,3;50,79;3;"SKIP";40,28;37,04;48,39;6;3;3;0,737;0,965;0,94;"S:3/6 BK:3/4 | S1:+ S2:+ S3:+ S4:- S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:-";20,6;64;15;10,1;FALSE;2,04;11,6;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;"20260721";85;NA;41,8;NA;38,5;42,7;78,5;NA;NA;68,1;-2,01;"FAIL";"Backwardation";"20260420 23:01";9;FALSE;FALSE;FALSE;""
"NLR";"Energy";"XLE";143,77;3,68;9;"SKIP";144,06;138,91;156,92;2;"SKIP";143,48;141,72;147,89;7;5;2;0,868;0,935;0,75;"S:5/6 BK:2/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:+ BK4:-";15,3;54,4;-7,6;2,5;TRUE;2,47;17,7;"";FALSE;TRUE;"SKIP";NA;NA;NA;NA;NA;NA;NA;38,6;NA;43,3;39,2;50;NA;NA;44,6;-1,54;"PASS";"Contango";"20260420 19:07";9;FALSE;TRUE;FALSE;""
