"Ticker";"Sector";"Sector_ETF";"Price";"ATR_pct";"Long_Score";"Long_Signal";"Long_Entry";"Long_Stop";"Long_Target";"Short_Score";"Short_Signal";"Short_Entry";"Short_Stop";"Short_Target";"BOT_Score";"BOT_Setup";"BOT_Breakout";"BOT_Squeeze";"BOT_VolDec";"BOT_VolSurge";"BOT_Flags";"ADX10";"RSI14";"RSI_slope";"MA50_dist";"OBV_rising";"UpDn_ratio";"RS_vs_ETF";"Macro_Note";"Sector_Long_Gate";"Sector_Short_Gate";"Best_Signal";"Trend_Passes";"Pullback";"RS_3m";"Trend_Reason";"NextEarnings";"EarningsInDays";"IV15";"IV30";"IV90";"IV180";"RV30";"IVP";"IVR";"IVP_2y";"RVP";"VRP";"Optionality";"TermStr";"Vol_Date";"Composite";"Gate_Tech";"Gate_Opt";"All_Gates";"Rank"
"LAC";"Basic Materials";"XLB";4,72;5,88;10;"WATCH";4,73;4,42;5,51;2;"SKIP";4,71;4,51;5,22;6;4;2;0,928;0,968;1,43;"S:4/6 BK:2/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:- BK2:+ BK3:- BK4:+";33,6;56,2;-10;5,8;TRUE;2,02;11,7;"";TRUE;FALSE;"LONG WATCH";FALSE;"none";-29,5;"fails: stage2, RS<=bench, no pullback";"20260514";20;NA;83,2;NA;77,5;67,1;55,5;NA;NA;42,6;21,51;"FAIL";"Backwardation";"20260420 19:04";10;TRUE;FALSE;FALSE;""
"URA";"Basic Materials";"XLB";56,47;4,38;10;"WATCH";56,58;51,03;70,47;2;"SKIP";56,36;52,06;67,1;8;5;3;1;0,914;1,53;"S:5/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:+ BK4:+";21,5;61,7;-3,3;9,6;TRUE;3,72;10,5;"";TRUE;FALSE;"LONG WATCH";FALSE;"none";-3,72;"fails: RS<=bench, no pullback";NA;NA;NA;55,7;NA;57,9;53;75,6;NA;NA;69;4,91;"FAIL";"Contango";"20260324 08:23";10;TRUE;FALSE;FALSE;""
"MS";"Financial";"XLF";188,65;2,8;10;"WATCH";189,03;168,41;240,58;2;"SKIP";188,27;171,81;229,43;7;5;2;0,894;0,872;0,61;"S:5/6 BK:2/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:+ BK4:-";44,4;66,4;-3,4;10,9;TRUE;1,84;8,9;"";TRUE;FALSE;"LONG WATCH";FALSE;"none";2,6;"fails: no pullback";"20260715";82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;10;TRUE;FALSE;FALSE;""
"PNC";"Financial";"XLF";225,09;2,27;10;"WATCH";225,54;213,27;256,21;3;"SKIP";224,64;217,58;242,29;7;4;3;0,902;0,901;0,6;"S:4/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";31;62,4;2,8;4,5;TRUE;1,71;4,3;"";TRUE;FALSE;"LONG WATCH";FALSE;"at SMA20";-0,19;"fails: RS<=bench";"20260715";82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;10;TRUE;FALSE;FALSE;""
"ETN";"Industrial";"XLI";424,5;2,89;10;"WATCH";425,35;371,33;560,4;2;"SKIP";423,65;378,83;535,7;9;5;4;0,959;0,856;1,34;"S:5/6 BK:4/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:+";26,6;72,9;12,5;13,2;TRUE;2,83;7,8;"";TRUE;FALSE;"LONG WATCH";FALSE;"none";25,37;"fails: no pullback";"20260505";11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;10;TRUE;FALSE;FALSE;""
"FTV";"Industrial";"XLI";61,11;2,36;10;"WATCH";61,23;56,77;72,39;2;"SKIP";60,99;57,92;68,66;8;5;3;1;0,735;0,92;"S:5/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";34,8;66,2;4,5;6,6;TRUE;1,57;6,1;"";TRUE;FALSE;"LONG WATCH";TRUE;"at SMA20";9,15;"all criteria met";"20260430";6;NA;40,3;NA;NA;28,5;97,6;NA;NA;49,8;34,85;"FAIL";"NO DATA";"20260420 18:52";10;TRUE;FALSE;FALSE;""
"UNP";"Industrial";"XLI";271,26;2,18;10;"WATCH";271,8;249,48;327,61;2;"SKIP";270,72;254,52;311,22;8;4;4;0,838;0,976;2,74;"S:4/6 BK:4/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:+";27,2;76,1;18,7;7,6;TRUE;1,77;7;"";TRUE;FALSE;"LONG WATCH";FALSE;"none";15,33;"fails: stage2, RSI, no pullback";"20260723";90;NA;25,7;NA;24;21;82;NA;NA;48,8;19,88;"FAIL";"Backwardation";"20260421 11:49";10;TRUE;FALSE;FALSE;""
"DLR";"Real Estate";"XLRE";200;1,96;10;"WATCH";200,4;180,9;249,15;2;"SKIP";199,6;184,56;237,21;7;4;3;0,982;0,987;1,38;"S:4/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:- BK2:+ BK3:+ BK4:+";47,9;71,9;-8;9,5;TRUE;1,15;4,2;"";TRUE;FALSE;"LONG WATCH";FALSE;"none";22,87;"fails: no pullback";"20260723";90;NA;33,5;NA;29,5;22,7;82,2;NA;NA;38,2;39,03;"FAIL";"Backwardation";"20260420 18:09";10;TRUE;FALSE;FALSE;""
"SPG";"Real Estate";"XLRE";203,66;1,84;10;"WATCH";204,07;192,96;231,84;2;"SKIP";203,25;196,86;219,24;7;5;2;0,959;0,889;0,56;"S:5/6 BK:2/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:+ BK4:-";35,6;61,9;-3,9;4,5;TRUE;1,5;3;"";TRUE;FALSE;"LONG WATCH";TRUE;"at SMA20";7,46;"all criteria met";"20260511";17;NA;25,1;NA;23,5;22,2;82,4;NA;NA;70,5;12,12;"FAIL";"Backwardation";"20260420 18:10";10;TRUE;FALSE;FALSE;""
"ORCL";"Technology";"XLK";176,28;4,86;10;"WATCH";176,63;152,56;236,81;2;"SKIP";175,93;155,65;226,63;7;4;3;1;1,054;1,23;"S:4/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:- BK2:+ BK3:+ BK4:+";35,1;61,5;-9;14,4;TRUE;3,9;6,8;"";TRUE;FALSE;"LONG WATCH";FALSE;"none";-3,29;"fails: stage2, RS<=bench, no pullback";"20260610";47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;10;TRUE;FALSE;FALSE;""
"BG";"Agricultural";"MOO";126,42;3,08;9;"SKIP";126,67;121,62;139,3;3;"SKIP";126,17;124,08;131,39;6;5;1;0,702;0,875;0,57;"S:5/6 BK:1/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:- BK3:- BK4:-";16,1;55,7;6,6;2,9;TRUE;0,78;0,6;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260429";5;NA;39,1;NA;32,5;38,7;98,2;NA;NA;96,4;1,11;"FAIL";"Backwardation";"20260421 08:53";9;FALSE;FALSE;FALSE;""
"BIOX";"Agricultural";"MOO";0,59;11,18;9;"SKIP";0,59;0,52;0,77;3;"SKIP";0,59;0,53;0,73;6;5;1;0,878;0,484;1,2;"S:5/6 BK:1/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:- BK3:- BK4:+";43;53;-8,9;12;TRUE;0,85;41,7;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260521";27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;FALSE;FALSE;FALSE;""
"CAG";"Agricultural";"MOO";14,41;3,26;3;"SKIP";14,44;16,57;9,12;9;"SKIP";14,38;16,9;8,08;1;1;0;0,373;1,033;0,82;"S:1/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-";44,2;33,9;-2,2;-13,9;FALSE;0,26;-6,2;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;NA;NA;31,9;NA;34,5;35,5;74,2;NA;NA;98,4;-10,84;"PASS";"Contango";"20260421 09:03";9;FALSE;TRUE;FALSE;""
"CF";"Agricultural";"MOO";125,59;5,48;8;"SKIP";125,84;115,1;152,69;3;"SKIP";125,34;117,43;145,12;6;4;2;0,68;0,849;0,83;"S:4/6 BK:2/4 | S1:+ S2:+ S3:- S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:- BK4:-";15,3;54,2;1,2;8;TRUE;2,48;-2,2;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260506";12;NA;53,8;NA;48,9;87,7;90,2;NA;NA;99,2;-48,82;"FAIL";"Backwardation";"20260421 09:09";8;FALSE;FALSE;FALSE;""
"CTVA";"Agricultural";"MOO";79,63;2,31;4;"SKIP";79,79;78,98;81,81;8;"SKIP";79,47;80,57;76,71;3;3;0;0,643;0,908;0,62;"S:3/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";26;42,9;-5,8;-0,2;FALSE;0,28;-3,2;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260505";11;NA;32,3;NA;27,6;22,9;95,8;NA;NA;54,4;34,52;"FAIL";"Backwardation";"20260421 09:19";8;FALSE;FALSE;FALSE;""
"LW";"Agricultural";"MOO";43,94;3,43;8;"SKIP";44,03;43,61;45,08;4;"SKIP";43,85;44,49;42,26;5;3;2;0,845;0,831;0,57;"S:3/6 BK:2/4 | S1:- S2:- S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:+ BK4:-";31,8;53,4;-2,7;-0,2;TRUE;2,78;4,9;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"MOS";"Agricultural";"MOO";24,28;4,42;3;"SKIP";24,33;26,43;19,07;8;"SKIP";24,23;26,96;17,4;2;2;0;0,392;0,889;0,72;"S:2/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";9,8;42,7;-1,4;-9,1;FALSE;0,33;-7,5;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260511";17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"NTR";"Agricultural";"MOO";72,19;3,32;4;"SKIP";72,33;73,8;68,68;8;"SKIP";72,05;75,29;63,94;3;3;0;0,546;0,888;0,54;"S:3/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";20,1;45,4;-3,9;-3,2;FALSE;1,09;-6;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260506";12;NA;39,8;NA;35,8;45,3;95,9;NA;NA;98,8;-13;"PARTIAL";"Backwardation";"20260420 23:26";8;FALSE;TRUE;FALSE;""
"TSN";"Agricultural";"MOO";65,23;2,06;8;"SKIP";65,36;62,43;72,69;3;"SKIP";65,1;63,69;68,63;8;5;3;0,567;0,831;0,88;"S:5/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:+ S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";15,6;57,7;4,7;3,4;TRUE;1,19;5,9;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260504";10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"AGCO";"Agricultural";"MOO";119,54;3,27;7;"SKIP";119,78;122,29;113,5;5;"SKIP";119,3;124,76;105,65;5;3;2;0,41;0,902;1,14;"S:3/6 BK:2/4 | S1:- S2:- S3:+ S4:- S5:+ S6:+ | BK1:+ BK2:+ BK3:- BK4:-";14,1;51,2;7,8;-3,2;FALSE;1,28;1,6;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260505";11;NA;40,6;NA;36,9;37,9;90,7;NA;NA;61,8;6,83;"FAIL";"Backwardation";"20260421 07:36";7;FALSE;FALSE;FALSE;""
"FMC";"Agricultural";"MOO";14,45;6,08;5;"SKIP";14,48;15,2;12,67;7;"SKIP";14,42;15,51;11,7;3;3;0;0,81;0,81;1,04;"S:3/6 BK:0/4 | S1:- S2:+ S3:- S4:+ S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";41,9;36,8;-24,2;-5,9;TRUE;0,58;-6,6;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260429";5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;FALSE;FALSE;FALSE;""
"SMG";"Agricultural";"MOO";64,33;4,1;7;"SKIP";64,46;64,44;64,51;5;"SKIP";64,2;65,74;60,35;3;1;2;0,742;1,082;0,65;"S:1/6 BK:2/4 | S1:- S2:- S3:- S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:- BK4:-";15,9;51,7;3,8;-1,2;TRUE;1,57;-5,2;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260429";5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;FALSE;FALSE;FALSE;""
"ADM";"Agricultural";"MOO";70,03;2,89;6;"SKIP";70,17;68,97;73,17;5;"SKIP";69,89;70,36;68,71;4;3;1;0,891;0,871;0,63;"S:3/6 BK:1/4 | S1:+ S2:+ S3:- S4:- S5:- S6:+ | BK1:+ BK2:- BK3:- BK4:-";21,1;51;6,1;0,5;FALSE;0,92;-2,5;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260505";11;NA;33,6;NA;32,1;36,4;77,7;NA;NA;81,3;-8,03;"PARTIAL";"Backwardation";"20260421 07:32";6;FALSE;TRUE;FALSE;""
"IPI";"Agricultural";"MOO";37,41;6,73;4;"SKIP";37,48;38,42;35,15;6;"SKIP";37,34;39,2;32,68;2;2;0;0,765;0,928;0,51;"S:2/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";10,8;45,9;-2,6;-3,6;FALSE;0,92;-16,1;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260506";12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;FALSE;FALSE;FALSE;""
"CCJ";"Basic Materials";"XLB";123,85;5,01;9;"WATCH";124,1;113,54;150,5;2;"SKIP";123,6;115,83;143,03;8;5;3;0,962;0,872;1,45;"S:5/6 BK:3/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:+ BK4:+";18,7;59,6;-1,8;8;TRUE;1,91;8,7;"";TRUE;FALSE;"SKIP";FALSE;"none";-2,94;"fails: RS<=bench, no pullback";"20260505";11;NA;58,4;NA;55;53,9;79,9;NA;NA;56;7,96;"FAIL";"Backwardation";"20260421 09:05";9;TRUE;FALSE;FALSE;""
"MT";"Basic Materials";"XLB";59,54;3,55;9;"WATCH";59,66;57,56;64,9;2;"SKIP";59,42;58,73;61,16;7;5;2;0,804;0,828;1,02;"S:5/6 BK:2/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:+ BK4:-";18,7;54,3;-3,9;2,4;TRUE;1,61;7,7;"";TRUE;FALSE;"SKIP";FALSE;"strong (near SMA20 + RSI retraced)";6,86;"fails: HH/HL";"20260430";6;NA;54,9;NA;49,6;63,6;91,9;NA;NA;96,4;-14,83;"FAIL";"Backwardation";"20260420 23:20";9;TRUE;FALSE;FALSE;""
"NUE";"Basic Materials";"XLB";212,95;2,49;9;"WATCH";213,38;175,95;306,93;2;"SKIP";212,52;179,51;295,06;9;5;4;0,878;0,934;1,39;"S:5/6 BK:4/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:+";51,3;82,5;9,3;19,8;TRUE;4,04;24,1;"";TRUE;FALSE;"SKIP";FALSE;"none";14,44;"fails: RSI, no pullback";"20260427";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"STLD";"Basic Materials";"XLB";225,05;3,12;9;"WATCH";225,5;185,94;324,41;2;"SKIP";224,6;189,69;311,87;8;4;4;0,884;0,958;1,43;"S:4/6 BK:4/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:+";39,3;78,3;13,5;19,8;TRUE;2,67;24,9;"";TRUE;FALSE;"SKIP";FALSE;"none";21,33;"fails: RSI, no pullback";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"ALB";"Basic Materials";"XLB";193,14;5,44;8;"WATCH";193,53;174,19;241,86;3;"SKIP";192,75;177,71;230,36;5;4;1;0,744;0,906;0,77;"S:4/6 BK:1/4 | S1:+ S2:+ S3:+ S4:- S5:- S6:+ | BK1:- BK2:+ BK3:- BK4:-";32,2;56;-16,4;9,8;FALSE;1,19;1,6;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-0,87;"fails: RS<=bench";"20260506";12;NA;65,3;NA;59,9;57,3;73,5;NA;NA;26,7;13,16;"FAIL";"Backwardation";"20260421 08:30";8;TRUE;FALSE;FALSE;""
"SHW";"Basic Materials";"XLB";337,66;2,8;8;"WATCH";338,34;332,85;352,05;3;"SKIP";336,98;339,58;330,51;5;3;2;0,65;0,949;0,75;"S:3/6 BK:2/4 | S1:+ S2:- S3:- S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:- BK4:-";17,3;54,9;0,8;0,4;TRUE;1,12;0;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-5,9;"fails: stage2, HH/HL, RS<=bench";"20260428";4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"VMC";"Basic Materials";"XLB";292,71;2,56;8;"WATCH";293,3;283,98;316,59;3;"SKIP";292,12;289,72;298,15;7;5;2;0,649;0,805;0,57;"S:5/6 BK:2/4 | S1:+ S2:- S3:+ S4:+ S5:+ S6:+ | BK1:+ BK2:- BK3:+ BK4:-";20,7;56,7;4,6;2;TRUE;1,08;3,7;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-5,24;"fails: RS<=bench";"20260429";5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;TRUE;FALSE;FALSE;""
"AA";"Basic Materials";"XLB";65,37;5,11;7;"WATCH";65,5;63,64;70,15;5;"WATCH";65,24;64,93;66,02;5;5;0;0,893;0,895;0,62;"S:5/6 BK:0/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";23;46,5;-11,8;1,7;TRUE;0,98;6,5;"";TRUE;FALSE;"SKIP";FALSE;"RSI retraced";2,29;"fails: HH/HL";"20260715";82;NA;58,5;NA;NA;72;70,1;NA;NA;81,3;-20,72;"FAIL";"NO DATA";"20260421 06:18";7;TRUE;FALSE;FALSE;""
"APD";"Basic Materials";"XLB";303,65;2,06;6;"WATCH";304,26;283,87;355,22;5;"WATCH";303,04;289,6;336,64;6;4;2;0,634;0,82;0,76;"S:4/6 BK:2/4 | S1:+ S2:+ S3:- S4:- S5:+ S6:+ | BK1:+ BK2:- BK3:+ BK4:-";13,6;65,3;3,8;5,9;FALSE;0,85;-0,2;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";13,4;"fails: stage2";"20260430";6;NA;31,6;NA;27,7;27;89,4;NA;NA;74,6;15,43;"FAIL";"Backwardation";"20260421 08:44";7;TRUE;FALSE;FALSE;""
