"Ticker";"Sector";"Sector_ETF";"Price";"ATR_pct";"Long_Score";"Long_Signal";"Long_Entry";"Long_Stop";"Long_Target";"Short_Score";"Short_Signal";"Short_Entry";"Short_Stop";"Short_Target";"BOT_Score";"BOT_Setup";"BOT_Breakout";"BOT_Squeeze";"BOT_VolDec";"BOT_VolSurge";"BOT_Flags";"ADX10";"RSI14";"RSI_slope";"MA50_dist";"OBV_rising";"UpDn_ratio";"RS_vs_ETF";"Macro_Note";"Sector_Long_Gate";"Sector_Short_Gate";"Best_Signal";"Trend_Passes";"Pullback";"RS_3m";"Trend_Reason";"NextEarnings";"EarningsInDays";"IV15";"IV30";"IV90";"IV180";"RV30";"IVP";"IVR";"IVP_2y";"RVP";"VRP";"Optionality";"TermStr";"Vol_Date";"Composite";"Gate_Tech";"Gate_Opt";"All_Gates";"Rank"
"CAG";"Agricultural";"MOO";14,53;3,3;3;"SKIP";14,56;16,67;9,29;9;"SKIP";14,5;17;8,25;1;1;0;0,373;1,05;0,77;"S:1/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:+ S6:- | BK1:- BK2:- BK3:- BK4:-";44,3;35,2;10,4;-13,7;FALSE;0,26;-7,7;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;NA;NA;NA;31,9;NA;34,5;35,5;74,2;NA;NA;98,4;-10,84;"PASS";"Contango";"20260421 09:03";9;FALSE;TRUE;FALSE;""
"ADM";"Agricultural";"MOO";69,43;3,01;4;"SKIP";69,57;68,94;71,14;8;"SKIP";69,29;70,33;66,68;2;2;0;0,891;0,877;0,65;"S:2/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:- S6:+ | BK1:- BK2:- BK3:- BK4:-";23,4;48,9;11,3;-0,3;FALSE;0,65;-3,9;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260505";12;NA;33,6;NA;32,1;36,4;77,7;NA;NA;81,3;-8,03;"PARTIAL";"Backwardation";"20260421 07:32";8;FALSE;TRUE;FALSE;""
"BIOX";"Agricultural";"MOO";0,64;10,22;8;"SKIP";0,64;0,52;0,93;3;"SKIP";0,64;0,53;0,89;7;5;2;0,878;0,479;0,35;"S:5/6 BK:2/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:- BK3:+ BK4:-";45,4;57,9;1,5;20,7;TRUE;0,81;54,5;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260521";28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"CF";"Agricultural";"MOO";122,46;5,69;8;"SKIP";122,7;114,52;143,16;4;"SKIP";122,22;116,84;135,66;6;4;2;0,676;0,857;0,6;"S:4/6 BK:2/4 | S1:+ S2:+ S3:- S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:- BK4:-";15,9;51,3;2,6;5,9;TRUE;1,35;-4,6;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260506";13;NA;53,8;NA;48,9;87,7;90,2;NA;NA;99,2;-48,82;"FAIL";"Backwardation";"20260421 09:09";8;FALSE;FALSE;FALSE;""
"CTVA";"Agricultural";"MOO";79,35;2,33;4;"SKIP";79,51;78,87;81,1;8;"SKIP";79,19;80,47;76,01;3;3;0;0,643;0,917;0,7;"S:3/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";25,7;41,3;-8;-0,4;FALSE;0,16;-2,6;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260505";12;NA;32,3;NA;27,6;22,9;95,8;NA;NA;54,4;34,52;"FAIL";"Backwardation";"20260421 09:19";8;FALSE;FALSE;FALSE;""
"NTR";"Agricultural";"MOO";71,55;3,5;4;"SKIP";71,69;73,77;66,49;8;"SKIP";71,41;75,26;61,76;3;3;0;0,546;0,92;0,69;"S:3/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";20,2;43,5;-2,3;-4;FALSE;0,69;-8;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260506";13;NA;39,8;NA;35,8;45,3;95,9;NA;NA;98,8;-13;"PARTIAL";"Backwardation";"20260420 23:26";8;FALSE;TRUE;FALSE;""
"TSN";"Agricultural";"MOO";64,55;2,12;8;"SKIP";64,68;62,42;70,32;3;"SKIP";64,42;63,68;66,27;7;4;3;0,695;0,827;1,01;"S:4/6 BK:3/4 | S1:+ S2:- S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:-";15,2;54,6;4,7;2,4;TRUE;1,25;4,9;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260504";11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;8;FALSE;FALSE;FALSE;""
"FMC";"Agricultural";"MOO";14,69;6,01;5;"SKIP";14,72;15,23;13,44;7;"SKIP";14,66;15,54;12,46;4;3;1;0,718;0,799;1,65;"S:3/6 BK:1/4 | S1:- S2:+ S3:- S4:+ S5:- S6:+ | BK1:- BK2:- BK3:- BK4:+";41,6;38,1;-21,8;-4,5;TRUE;0,62;-2;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260429";6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;FALSE;FALSE;FALSE;""
"IPI";"Agricultural";"MOO";37,7;6,9;4;"SKIP";37,78;38,36;36,33;7;"SKIP";37,62;39,13;33,86;1;1;0;0,718;0,988;0,53;"S:1/6 BK:0/4 | S1:- S2:+ S3:- S4:- S5:- S6:- | BK1:- BK2:- BK3:- BK4:-";12;46,6;3,3;-2,7;FALSE;0,8;-10,9;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260506";13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;FALSE;FALSE;FALSE;""
"MOS";"Agricultural";"MOO";24,52;4,51;3;"SKIP";24,57;26,55;19,63;7;"SKIP";24,47;27,08;17,94;2;2;0;0,392;0,921;0,72;"S:2/6 BK:0/4 | S1:- S2:- S3:- S4:- S5:+ S6:+ | BK1:- BK2:- BK3:- BK4:-";10,6;44,1;6,2;-8,6;FALSE;0,33;-3,8;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260511";18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;FALSE;FALSE;FALSE;""
"AGCO";"Agricultural";"MOO";118,24;3,36;6;"SKIP";118,48;122,61;108,13;5;"SKIP";118;125,09;100,29;4;3;1;0,41;0,88;1,2;"S:3/6 BK:1/4 | S1:- S2:- S3:+ S4:- S5:+ S6:+ | BK1:- BK2:+ BK3:- BK4:-";15,5;48,7;5,3;-4,5;FALSE;1,18;0,5;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260505";12;NA;40,6;NA;36,9;37,9;90,7;NA;NA;61,8;6,83;"FAIL";"Backwardation";"20260421 07:36";6;FALSE;FALSE;FALSE;""
"SMG";"Agricultural";"MOO";63,76;4,29;6;"SKIP";63,89;64,49;62,37;5;"SKIP";63,63;65,8;58,22;3;1;2;0,762;1,074;1,03;"S:1/6 BK:2/4 | S1:- S2:- S3:- S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:- BK4:-";16,9;50,2;1,9;-2,1;TRUE;1,11;-5,7;"";FALSE;FALSE;"SKIP";NA;NA;NA;NA;"20260429";6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;6;FALSE;FALSE;FALSE;""
"AA";"Basic Materials";"XLB";68,53;4,87;9;"WATCH";68,67;63,57;81,41;3;"SKIP";68,39;64,85;77,24;6;5;1;0,893;0,89;0,85;"S:5/6 BK:1/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:- BK4:-";23,4;53,4;-4,7;6,7;TRUE;1,43;13,9;"";TRUE;FALSE;"SKIP";FALSE;"strong (near SMA20 + RSI retraced)";5,31;"fails: HH/HL";"20260715";83;NA;58,5;NA;NA;72;70,1;NA;NA;81,3;-20,72;"FAIL";"NO DATA";"20260421 06:18";9;TRUE;FALSE;FALSE;""
"ALB";"Basic Materials";"XLB";194,22;5,5;9;"WATCH";194,61;173,71;246,86;2;"SKIP";193,83;177,22;235,37;6;5;1;0,744;0,917;0,88;"S:5/6 BK:1/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:- BK4:-";31,8;56,7;-1,6;10,7;TRUE;1,19;2,7;"";TRUE;FALSE;"SKIP";FALSE;"none";-0,09;"fails: RS<=bench, no pullback";"20260506";13;NA;65,3;NA;59,9;57,3;73,5;NA;NA;26,7;13,16;"FAIL";"Backwardation";"20260421 08:30";9;TRUE;FALSE;FALSE;""
"CCJ";"Basic Materials";"XLB";126,47;4,7;9;"WATCH";126,72;113,42;159,97;2;"SKIP";126,22;115,72;152,47;9;5;4;0,956;0,849;1,3;"S:5/6 BK:4/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:+";17,2;63,5;3,5;10,4;TRUE;2,36;10,1;"";TRUE;FALSE;"SKIP";FALSE;"none";0,55;"fails: no pullback";"20260505";12;NA;58,4;NA;55;53,9;79,9;NA;NA;56;7,96;"FAIL";"Backwardation";"20260421 09:05";9;TRUE;FALSE;FALSE;""
"FCX";"Basic Materials";"XLB";70,36;3,7;9;"WATCH";70,5;62;91,76;2;"SKIP";70,22;63,25;87,64;7;5;2;0,833;0,884;0,93;"S:5/6 BK:2/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:+ BK4:-";31;65,8;-2,5;12,4;TRUE;2,61;17,6;"";TRUE;FALSE;"SKIP";FALSE;"none";16,33;"fails: stage2, no pullback";"20260423";0;NA;49,3;NA;47,2;55,3;80;NA;NA;69,7;-11,48;"FAIL";"Backwardation";"20260420 22:57";9;TRUE;FALSE;FALSE;""
"MT";"Basic Materials";"XLB";61,04;3,38;9;"WATCH";61,16;57,63;69,98;2;"SKIP";60,92;58,8;66,22;7;5;2;0,739;0,843;0,7;"S:5/6 BK:2/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:- BK2:+ BK3:+ BK4:-";19,5;59;-4,9;4,9;TRUE;1,52;9,6;"";TRUE;FALSE;"SKIP";FALSE;"none";11,04;"fails: HH/HL, no pullback";"20260430";7;NA;54,9;NA;49,6;63,6;91,9;NA;NA;96,4;-14,83;"FAIL";"Backwardation";"20260420 23:20";9;TRUE;FALSE;FALSE;""
"NUE";"Basic Materials";"XLB";214,26;2,47;9;"WATCH";214,69;175,54;312,56;2;"SKIP";213,83;179,08;300,7;9;5;4;0,878;0,917;1,65;"S:5/6 BK:4/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:+";48,3;85;13,7;20,8;TRUE;13,21;24,7;"";TRUE;FALSE;"SKIP";FALSE;"none";15,63;"fails: stage2, RSI, no pullback";"20260427";4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"STLD";"Basic Materials";"XLB";227,46;3,08;9;"WATCH";227,91;185,46;334,05;2;"SKIP";227,01;189,21;321,5;8;4;4;0,883;0,95;1,5;"S:4/6 BK:4/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:- | BK1:+ BK2:+ BK3:+ BK4:+";36,1;81,7;18,3;21,4;TRUE;5,29;27,1;"";TRUE;FALSE;"SKIP";FALSE;"none";23,98;"fails: stage2, RSI, no pullback";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"URA";"Basic Materials";"XLB";57,73;4,12;9;"WATCH";57,85;50,97;75,04;2;"SKIP";57,61;52;71,65;9;5;4;1;0,895;1,69;"S:5/6 BK:4/4 | S1:+ S2:+ S3:+ S4:+ S5:- S6:+ | BK1:+ BK2:+ BK3:+ BK4:+";20;66,2;2,2;12,1;TRUE;6,5;12,8;"";TRUE;FALSE;"SKIP";FALSE;"none";-1,16;"fails: RS<=bench, no pullback";NA;NA;NA;55,7;NA;57,9;53;75,6;NA;NA;69;4,91;"FAIL";"Contango";"20260324 08:23";9;TRUE;FALSE;FALSE;""
"VMC";"Basic Materials";"XLB";290,11;2,62;9;"WATCH";290,69;284,72;305,6;3;"SKIP";289,53;290,48;287,16;7;5;2;0,577;0,82;0,6;"S:5/6 BK:2/4 | S1:+ S2:- S3:+ S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:+ BK4:-";22,5;54,4;-3,2;0,9;TRUE;1,11;1,8;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-7,57;"fails: RS<=bench";"20260429";6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;9;TRUE;FALSE;FALSE;""
"SCCO";"Basic Materials";"XLB";187,71;4,51;8;"WATCH";188,09;185,16;195,39;3;"SKIP";187,33;188,91;183,41;7;5;2;0,589;0,828;0,79;"S:5/6 BK:2/4 | S1:+ S2:- S3:+ S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:+ BK4:-";15,9;53,1;-2,9;0,4;TRUE;1,14;10,4;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";4,03;"fails: HH/HL";"20260423";0;NA;54,3;NA;55,5;59,9;78,1;NA;NA;84,5;-9,75;"PARTIAL";"Contango";"20260420 19:16";8;TRUE;TRUE;TRUE;""
"CLF";"Basic Materials";"XLB";9,5;5,15;7;"WATCH";9,52;9,47;9,65;5;"WATCH";9,48;9,66;9,03;7;4;3;0,538;0,862;1,71;"S:4/6 BK:3/4 | S1:- S2:- S3:+ S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:+ BK4:+";25,2;52,9;-4,9;-0,7;TRUE;1,74;7,3;"";TRUE;FALSE;"SKIP";FALSE;"none";-36,98;"fails: stage2, RS<=bench, no pullback";"20260720";88;NA;63;NA;63,8;62,1;26,2;NA;NA;38,1;1,44;"PARTIAL";"Contango";"20260421 09:13";7;TRUE;TRUE;TRUE;""
"NEM";"Basic Materials";"XLB";111,85;4,14;7;"WATCH";112,07;113,9;107,5;5;"WATCH";111,63;116,21;100,18;5;4;1;0,624;0,828;0,78;"S:4/6 BK:1/4 | S1:- S2:- S3:+ S4:+ S5:+ S6:+ | BK1:- BK2:+ BK3:- BK4:-";17,2;48,4;-1,6;-2,8;TRUE;1,23;6;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-11,31;"fails: stage2, HH/HL, RS<=bench";"20260423";0;NA;51,7;NA;46,9;56,9;78,5;NA;NA;84,1;-9,56;"FAIL";"Backwardation";"20260420 23:21";7;TRUE;FALSE;FALSE;""
"SHW";"Basic Materials";"XLB";335,15;2,88;7;"WATCH";335,82;333,39;341,91;5;"WATCH";334,48;340,12;320,38;4;2;2;0,597;0,963;0,81;"S:2/6 BK:2/4 | S1:- S2:- S3:- S4:+ S5:+ S6:- | BK1:+ BK2:+ BK3:- BK4:-";19;53;2,6;-0,5;TRUE;1,17;-0,1;"";TRUE;FALSE;"SKIP";FALSE;"at SMA20";-7,64;"fails: stage2, HH/HL, RS<=bench";"20260428";5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO DATA";"NO DATA";NA;7;TRUE;FALSE;FALSE;""
